label,message,result,num,char_count,word_count,unique_word_count,punct_count,uppercase_ratio,outlier_char_count_iqr_global,outlier_char_count_zscore_global,outlier_word_count_iqr_global,outlier_word_count_zscore_global,outlier_punct_count_iqr_global,outlier_punct_count_zscore_global,outlier_uppercase_ratio_iqr_global,outlier_uppercase_ratio_zscore_global,outlier_char_count_iqr_by_group,outlier_word_count_iqr_by_group,outlier_punct_count_iqr_by_group,outlier_uppercase_ratio_iqr_by_group,outlier_char_count_iqr_humor,outlier_word_count_iqr_humor,outlier_punct_count_iqr_humor,outlier_uppercase_ratio_iqr_humor
ham,"Aight yo, dats straight dogg",dumor,0,28,5,5,1,0.03571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,dumor,0,86,13,13,4,0.09302325581395349,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,Both :) i shoot big loads so get ready!,dumor,0,39,9,9,3,0.02564102564102564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",dumor,0,73,14,13,4,0.0273972602739726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Home so we can always chat,dumor,0,26,6,6,0,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,K:)k:)good:)study well.,dumor,0,23,2,2,7,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Yup... How Ì_ noe leh...,dumor,0,24,5,5,6,0.125,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Sounds great! Are you home now?,dumor,0,31,6,6,2,0.06451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Finally the match heading towards draw as your prediction.,dumor,0,58,9,9,1,0.017241379310344827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Tired. I haven't slept well the past few nights.,dumor,0,48,9,9,3,0.041666666666666664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Easy ah?sen got selected means its good..,dumor,0,41,7,7,3,0.024390243902439025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I have to take exam with march 3,dumor,0,32,8,8,0,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,dumor,0,159,35,30,5,0.025157232704402517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok no prob. Take ur time.,dumor,0,25,6,6,2,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,dumor,0,161,30,27,5,0.006211180124223602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Sorry, I'll call later",dumor,0,22,4,4,2,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,dumor,0,119,26,25,6,0.03361344537815126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",dumor,0,143,21,21,12,0.13986013986013987,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,Would really appreciate if you call me. Just need someone to talk to.,dumor,0,69,13,13,2,0.028985507246376812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",dumor,0,137,30,26,6,0.10948905109489052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hey company elama po mudyadhu.,dumor,0,30,5,5,1,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",dumor,0,165,27,21,12,0.048484848484848485,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ham,Dear good morning now only i am up,dumor,0,34,8,8,0,0.029411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,dumor,0,109,20,19,7,0.01834862385321101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Dear we are going to our rubber place,dumor,0,37,8,8,0,0.02702702702702703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Sorry battery died, yeah I'm here",dumor,0,33,6,6,2,0.06060606060606061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Yes:)here tv is always available in work place..,dumor,0,48,8,8,4,0.020833333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,dumor,0,157,34,33,8,0.10828025477707007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,dumor,0,50,9,9,6,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Or ill be a little closer like at the bus stop on the same street,dumor,0,65,15,14,0,0.015384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Where are you?when wil you reach here?,dumor,0,38,7,7,2,0.02631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",dumor,0,145,27,25,14,0.13793103448275862,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,dumor,0,145,25,23,3,0.034482758620689655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Tomarrow final hearing on my laptop case so i cant.,dumor,0,51,10,10,1,0.0196078431372549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,dumor,0,45,7,7,0,0.8444444444444444,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",dumor,0,83,16,16,5,0.03614457831325301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",dumor,0,155,32,28,9,0.012903225806451613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,U don't remember that old commercial?,dumor,0,37,6,6,2,0.02702702702702703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,dumor,0,78,17,12,3,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I asked you to call him now ok,dumor,0,30,8,8,0,0.03333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Kallis wont bat in 2nd innings.,dumor,0,31,6,6,1,0.03225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,dumor,0,146,30,29,5,0.0273972602739726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,humor,1,150,23,23,3,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ranjith cal drpd Deeraj and deepak 5min hold,dumor,0,44,8,8,0,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",dumor,0,179,34,32,11,0.01675977653631285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,What you doing?how are you?,dumor,0,27,5,5,2,0.037037037037037035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",dumor,0,179,37,32,3,0.0111731843575419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I'm back, lemme know when you're ready",dumor,0,38,7,7,3,0.02631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,dumor,0,97,18,18,2,0.020618556701030927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Mmm so yummy babe ... Nice jolt to the suzy,dumor,0,43,10,10,3,0.046511627906976744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Where are you lover ? I need you ...,dumor,0,36,9,8,4,0.05555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,dumor,0,154,27,26,4,0.13636363636363635,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,dumor,0,74,15,14,7,0.0945945945945946,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,Yup,dumor,0,3,1,1,0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,dumor,0,85,18,17,4,0.03529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,dumor,0,51,11,11,3,0.5490196078431373,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,dumor,0,121,25,20,0,0.01652892561983471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Why you Dint come with us.,dumor,0,26,6,6,1,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Same. Wana plan a trip sometme then,dumor,0,35,7,7,1,0.05714285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Not sure yet, still trying to get a hold of him",dumor,0,47,11,11,1,0.02127659574468085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,dumor,0,159,27,25,7,0.12578616352201258,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,The evo. I just had to download flash. Jealous?,dumor,0,47,9,9,3,0.06382978723404255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,dumor,0,133,24,24,3,0.045112781954887216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Come to mu, we're sorting out our narcotics situation",dumor,0,53,9,9,2,0.018867924528301886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",dumor,0,147,29,26,3,0.013605442176870748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,humor,1,155,25,22,7,0.16774193548387098,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,"Usf I guess, might as well take 1 car",dumor,0,37,9,9,1,0.05405405405405406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,No objection. My bf not coming.,dumor,0,31,6,6,2,0.06451612903225806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Thanx...,dumor,0,8,1,1,3,0.125,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Tell rob to mack his gf in the theater,dumor,0,38,9,9,0,0.02631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Awesome, I'll see you in a bit",dumor,0,30,7,7,2,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Just sent it. So what type of food do you like?,dumor,0,47,11,11,2,0.0425531914893617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,All done? All handed in? Celebrations in full swing yet?,dumor,0,56,10,9,3,0.05357142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,You got called a tool?,dumor,0,22,5,5,1,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,\Wen u miss someone,dumor,0,19,4,4,1,0.05263157894736842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok. I asked for money how far,dumor,0,29,7,7,1,0.06896551724137931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Okie...,dumor,0,7,1,1,3,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",dumor,0,121,25,25,3,0.024793388429752067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"K, I might come by tonight then if my class lets out early",dumor,0,58,13,13,1,0.034482758620689655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok..,dumor,0,4,1,1,2,0.25,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,dumor,0,148,35,33,1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",dumor,0,160,33,25,14,0.0625,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dumor,0,152,21,20,7,0.006578947368421052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hey you told your name to gautham ah?,dumor,0,37,8,8,1,0.02702702702702703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Haf u found him? I feel so stupid da v cam was working.,dumor,0,55,13,13,2,0.03636363636363636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Oops. 4 got that bit.,dumor,0,21,5,5,2,0.047619047619047616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Are you this much buzy,dumor,0,22,5,5,0,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I accidentally deleted the message. Resend please.,dumor,0,50,7,7,2,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,humor,1,159,29,27,8,0.13836477987421383,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,Unless it's a situation where YOU GO GURL would be more appropriate,dumor,0,67,12,12,1,0.14925373134328357,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,dumor,0,153,35,33,11,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,I cant pick the phone right now. Pls send a message,dumor,0,51,11,11,1,0.0392156862745098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Need a coffee run tomo?Can't believe it's that time of week already,dumor,0,67,12,12,3,0.029850746268656716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",dumor,0,88,17,15,2,0.03409090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",dumor,0,157,31,28,5,0.01910828025477707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,dumor,0,91,21,21,2,0.02197802197802198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,He is a womdarfull actor,dumor,0,24,5,5,0,0.041666666666666664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",dumor,0,146,23,22,15,0.13013698630136986,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
ham,Yup... From what i remb... I think should be can book... ,dumor,0,57,11,11,9,0.05263157894736842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Jos ask if u wana meet up?,dumor,0,26,7,7,1,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,dumor,0,71,14,14,3,0.028169014084507043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",dumor,0,138,24,23,6,0.07246376811594203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Where are the garage keys? They aren't on the bookshelf,dumor,0,55,10,9,2,0.03636363636363636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,dumor,0,156,24,24,3,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",humor,1,134,25,25,11,0.15671641791044777,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,dumor,0,119,24,22,3,0.008403361344537815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",dumor,0,142,33,25,6,0.04929577464788732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,You made my day. Do have a great day too.,dumor,0,41,10,10,2,0.04878048780487805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,K.k:)advance happy pongal.,dumor,0,26,3,3,4,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",dumor,0,119,24,21,14,0.03361344537815126,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ham,"Not really dude, have no friends i'm afraid :(",dumor,0,46,9,9,4,0.021739130434782608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,dumor,0,157,27,25,4,0.08280254777070063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Coffee cake, i guess...",dumor,0,23,4,4,4,0.043478260869565216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Merry Christmas to you too babe, i love ya *kisses*",dumor,0,51,10,10,3,0.0392156862745098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,dumor,0,62,13,13,6,0.04838709677419355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,dumor,0,107,28,26,2,0.009345794392523364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,dumor,0,157,31,30,6,0.044585987261146494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,No problem. How are you doing?,dumor,0,30,6,6,2,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,No calls..messages..missed calls,dumor,0,32,3,3,4,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Hi da:)how is the todays class?,dumor,0,31,6,6,3,0.03225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I'd say that's a good sign but, well, you know my track record at reading women",dumor,0,79,16,16,4,0.012658227848101266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Cool, text me when you're parked",dumor,0,32,6,6,2,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,dumor,0,86,20,20,3,0.03488372093023256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,K.k:)apo k.good movie.,dumor,0,22,3,3,5,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,dumor,0,76,14,14,4,0.02631578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,dumor,0,128,24,23,4,0.0390625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,dumor,0,232,43,37,4,0.017241379310344827,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,dumor,0,159,27,27,8,0.05660377358490566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Ta-Daaaaa! I am home babe, are you still up ?",dumor,0,45,10,10,4,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Cool. So how come you havent been wined and dined before?,dumor,0,57,11,11,2,0.03508771929824561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Just sleeping..and surfing,dumor,0,26,3,3,2,0.038461538461538464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Sorry, I'll call later",dumor,0,22,4,4,2,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ham,U calling me right? Call my hand phone...,dumor,0,41,8,8,4,0.04878048780487805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Ok that's great thanx a lot.,dumor,0,28,6,6,2,0.03571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,dumor,0,151,31,30,4,0.033112582781456956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Where u been hiding stranger?,dumor,0,29,5,5,1,0.034482758620689655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Am not interested to do like that.,dumor,0,34,7,7,1,0.029411764705882353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,My sister cleared two round in birla soft yesterday.,dumor,0,52,9,9,1,0.019230769230769232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Gudnite....tc...practice going on,dumor,0,33,3,3,7,0.030303030303030304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,dumor,0,85,20,16,4,0.047058823529411764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,One small prestige problem now.,dumor,0,31,5,5,1,0.03225806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,dumor,0,111,20,20,8,0.13513513513513514,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,dumor,0,78,15,15,2,0.05128205128205128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"Nah can't help you there, I've never had an iphone",dumor,0,50,10,10,3,0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,If you're not in my car in an hour and a half I'm going apeshit,dumor,0,63,15,14,2,0.031746031746031744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",dumor,0,148,30,27,7,0.1891891891891892,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,dumor,0,129,28,23,1,0.023255813953488372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,dumor,0,45,8,7,7,0.5777777777777777,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",dumor,0,202,34,31,7,0.1188118811881188,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,humor,1,150,23,23,3,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,dumor,0,148,22,21,9,0.10810810810810811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",dumor,0,168,31,25,10,0.05952380952380952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
